,name,born,primary_title,premiered,runtime_minutes
1873,Sova Sen,1923,Maa,1984,127
1874,Sova Sen,1923,Mishti Madhur,1993,126
1875,Stanislawa Celinska,1947,Burza,2008,133
1876,Stefania Sandrelli,1946,The Murder of a General,2007,200
1877,Stefania Sandrelli,1946,The First Beautiful Thing,2010,122
1878,Stefania Toczyska,1943,Boris Godunov,2004,152
1879,Stefaniya Stanyuta,1905,Farewell,1983,121
1880,Stefaniya Stanyuta,1905,Edinstvennyy muzhchina,1981,130
1881,Stefaniya Stanyuta,1905,Vremya vybralo nas,1976,339
1882,Stefaniya Stanyuta,1905,Pamyat zemli,1976,323
1883,Stela Popescu,1935,Varietati de Paste,2012,130
1884,Stevie Nicks,1948,Stevie Nicks: Through the Looking Glass,2013,121
1885,Stoyanka Mutafova,1922,Federatziya na dinastronavtite,1984,180
1886,Stéphane Audran,1932,La battante,2005,300
1887,Suhasini Mulay,1950,Delhis vackraste händer,2017,175
1888,Suhasini Mulay,1950,Awesome Mausam,2016,131
1889,Suhasini Mulay,1950,Karaar,2017,130
1890,Sukumari,1940,Ninnishtam Ennishtam 2,2011,140
1891,Sukumari,1940,Kadhayile Nayika,2011,122
1892,Sulabha Deshpande,1937,Investment,2013,122
1893,Sulabha Deshpande,1937,Nagrik,2014,122
1894,Sulabha Deshpande,1937,Jhansi Ki Rani Laxmibai,2012,140
1895,Sumie Sasaki,1928,Akai yubi,2011,124
1896,Sumiko Fuji,1945,Inugami-ke no ichizoku,2006,134
1897,Sumiko Fuji,1945,Kikyô,2011,139
1898,Sumiko Fuji,1945,Lady Maiko,2014,135
1899,Sumiko Fuji,1945,Murder on the Orient Express,2015,280
1900,Sumiko Fuji,1945,Episode #1.1,2015,140
1901,Sumiko Fuji,1945,Episode #1.2,2015,140
1902,Sumiko Hidaka,1923,The Last True Yakuza,1985,125
1903,Suna Selen,1939,Cemalim,2005,123
1904,Supriya Choudhury,1935,Ami Je Tomari,1998,127
1905,Supriya Choudhury,1935,Sindur Khela,1999,148
1906,Susan Blommaert,1947,Madoff,2016,165
1907,Susan Brown,1946,National Theatre Live: Angels in America Part One - Millennium Approaches,2017,220
1908,Susan Brown,1946,National Theatre Live: Angels in America Part Two - Perestroika,2017,220
1909,Susan Engel,1935,World's Worst Century,2004,250
1910,Susan Roces,1941,Mano po 2: My home,2003,134
1911,Susan Roces,1941,Patayin sa sindak si Barbara,2008,331
1912,Susan Sarandon,1946,The Lovely Bones,2009,135
1913,Susan Strasberg,1938,The Other Side of the Wind,2018,122
1914,Susanna Pasolini,1891,The Gospel According to St. Matthew,1964,137
1915,Susanne von Almassy,1916,Hier kocht der Chef,1991,125
1916,Susi Nicoletti,1918,Die goldenen Schuhe,1983,290
1917,Susi Nicoletti,1918,Berlin - Ich komme!,2004,270
1918,Suzan Aksoy,1956,Sevkat Yerimdar,2017,125
1919,Suzanne Flon,1918,One Deadly Summer,1983,133
1920,Suzanne Flon,1918,Le miroir d'Alice,2002,180
1921,Suzanne Pleshette,1937,Spirited Away,2001,125
1922,Suzanne von Borsody,1957,Der Mordanschlag,2018,180
1923,Suzzanne Douglas,1957,When They See Us,2019,296
1924,Svea Holst,1901,Stoft och skugga,1988,294
1925,Svetlana Nemolyaeva,1937,Reklamnaya pauza,2006,172
1926,Swatilekha Sengupta,1950,Belaseshe,2015,141
1927,Swetlana Schönfeld,1951,Der letzte Cowboy,2016,180
1928,Sylvia Barter,1912,Blott on the Landscape,1985,300
1929,Sylvia Chang,1953,Jìyuántái qihào,2019,125
1930,Sylvia Chang,1953,Long Day's Journey Into Night,2018,138
1931,Sylvia Coleridge,1909,Masterpiece Theatre: Bleak House,1985,391
1932,Sylvia Eckhausen,1889,Ordet,1955,126
1933,Sylvia Syms,1934,The Glass Virgin,1995,180
1934,Sylvia Syms,1934,Collision,2009,201
1935,Sylvie,1883,Belphegor,1965,283
1936,Sônia Braga,1950,Aquarius,2016,146
1937,Süsan Macidova,1916,Lev ushel iz doma,1977,126
1938,Takako Irie,1911,The House of Hanging,1979,139
1939,Tamao Nakamura,1939,Zato Ichi: Blind Swordsman Tribute,2009,135
1940,Tamara Kolesnikova,1938,Na virazhe,2004,450
1941,Tamara Makarova,1907,Lev Tolstoy,1984,168
1942,Tamara Makarova,1907,Lyubit cheloveka,1973,165
1943,Tamara Makarova,1907,V nachale slavnykh del,1980,134
1944,Tamara Makarova,1907,Yunost Petra,1980,140
1945,Tamara Mironova,1950,Marusya,2018,192
1946,Tamara Mironova,1950,Tikhiy tsentr,2011,204
1947,Tamara Mironova,1950,Po shchuchemu veleniyu,2018,180
1948,Tamara Syomina,1938,Favourites of Casanova,2014,180
1949,Tamara Timofeeva,1904,The Lame Shall Enter First,1993,130
1950,Tamara Yatsenko,1955,Donbass,2018,122
1951,Tantoo Cardinal,1950,Standing on Sacred Ground,2013,228
1952,Tanuja,1943,Shonar Pahar,2018,140
1953,Tatyana Eremeeva,1913,Svadba Krechinskogo,1975,139
1954,Tatyana Eremeeva,1913,Les,1975,181
1955,Tatyana Eremeeva,1913,Vozvrashchenie na krugi svoya,1979,148
1956,Tatyana Karpova,1916,Koshka na raskalyonnoy kryshe,1989,176
1957,Tatyana Okunevskaya,1914,Granitsa. Tayozhnyy roman,2001,126
1958,Tatyana Pelttser,1904,12 stulev,1977,305
1959,Tatyana Pelttser,1904,I snova Aniskin,1978,210
1960,Tatyana Pelttser,1904,Small Comedies of a Big House,1974,156
1961,Tatyana Pelttser,1904,Bezumnyy den ili zhenitba Figaro,1974,170
1962,Tatyana Pelttser,1904,Aniskin i Fantomas,1974,129
1963,Tatyana Samoylova,1934,Far from Sunset Boulevard,2006,130
1964,Tatyana Vasileva,1947,Delo chesti,2013,1040
1965,Tatyana Zakharova,1949,Posledniy boy,2014,135
1966,Teddy Guzmán,1948,Dos Amigos Una Historia,2013,180
1967,Telma Hopkins,1948,JD Lawrence's the Clean Up Woman,2012,180
1968,Teresa Wright,1918,A Century of Women,1994,355
1969,Tess Harper,1950,Burden,2018,129
1970,Teuda Bara,1941,Vinho de Rosas,2005,143
1971,Thea Grodtczinsky,1893,Schneider Wibbel,1954,150
1972,Therese Giehse,1898,Die Physiker,1964,125
1973,Therese Giehse,1898,"Lacombe, Lucien",1974,138
1974,Therese Giehse,1898,Die Mutter,1971,145
1975,Therese Giehse,1898,Eine Dummheit macht auch der Gescheiteste,1963,132
1976,Thérèse Kolb,1856,Yasmina,1927,130
1977,Tilli Breidenbach,1910,Härte 10,1974,431
1978,Tine Blichmann,1941,Den milde smerte,2010,280
1979,Tippi Hedren,1930,Jayne Mansfield's Car,2012,122
1980,Tokie Hidari,1947,Scenery to Remember,2008,140
1981,Trude Breitschopf,1915,Ein Unding der Liebe,1988,207
1982,Trude Hesterberg,1892,Die Irre von Chaillot,1959,145
1983,Turid Balke,1921,Marerittet,1989,180
1984,Turkan Akyol,1928,Coup,1999,158
1985,Tursunoi Dzhaffarova,1915,Almaznyy poyas,1986,126
1986,Tyne Daly,1946,"A Bread Factory, Part One",2018,122
1987,Ulla Akselson,1924,Paganini från Saltängen,1987,200
1988,Ulla Sjöblom,1927,Sparvöga,1989,369
1989,Ulla Skoog,1951,The Last Sentence,2012,126
1990,Una Stubbs,1937,National Theatre Live: The Curious Incident of the Dog in the Night-Time,2012,160
1991,Ursula Howells,1922,Miss Marple: A Murder Is Announced,1985,153
1992,Ursula Howells,1922,Jewels,1992,241
1993,Ursula Lingen,1929,Im Namen des Herrn,2003,180
1994,Ursula Ludwig,1923,Die Hütte am See,1991,192
1995,Uschi Glas,1944,"Zur Sache, Lena!",2008,180
1996,Uschi Glas,1944,Meine liebe Familie,2008,180
1997,Valentina Ananina,1933,Pervaya popytka,2009,184
1998,Valentina Chemberg,1917,Vozvrashchenie na krugi svoya,1978,148
1999,Valentina Cortese,1923,Facciaffittasi,1987,270
2000,Valentina Sperantova,1904,Tri dnya v Moskve,1975,133
2001,Valentina Sperantova,1904,Pushkinskiye skazki,1973,139
2002,Valentina Telichkina,1945,Bolshoy,2017,132
2003,Valeria Fabrizi,1936,Il rumore dei ricordi,2000,200
2004,Valeria Valeri,1921,La Tassista,2004,240
2005,Valerie Lilley,1939,Emma,2009,240
2006,Valeriya Dementyeva,1907,Pozdnyaya lyubov,1968,134
2007,Valie Export,1940,Valie Export - Metanoia,2011,265
2008,Vanda Osiris,1905,Il superspia,1977,300
2009,Vanessa Redgrave,1937,Crime and Punishment,2002,126
2010,Vanessa Redgrave,1937,Jack and the Beanstalk: The Real Story,2001,180
2011,Vanessa Redgrave,1937,The White Countess,2005,135
2012,Vanessa Redgrave,1937,The Shell Seekers,2006,129
2013,Vanessa Redgrave,1937,Foxcatcher,2014,134
2014,Vanessa Redgrave,1937,The Day of the Triffids,2009,186
2015,Vanessa Redgrave,1937,Anonymous,2011,130
2016,Varalakshmi S.,1925,Guna,1991,167
2017,Varvara Ryzhova,1871,Volki i ovtsy,1953,183
2018,Velta Line,1923,Dzivite,1990,174
2019,Vera Alentova,1942,Samara-gorodok,2004,208
2020,Vera Alentova,1942,"Balzakovskiy vozrast, ili Vse muzhiki svo... 5 let spustya",2013,178
2021,Vera Budilová,1930,Dum poslední radosti,1996,193
2022,Vera Gebuhr,1916,Ludo,1985,147
2023,Vera Kubánková,1924,Osudy dobrého vojáka Svejka,1986,225
2024,Vera Kuznetsova,1907,Vremya ee synovey,1974,140
2025,Vera Kuznetsova,1907,Rodnyye,1977,127
2026,Vera Maretskaya,1906,Strannaya missis Sevidzh,1975,151
2027,Vera Pashennaya,1887,Volki i ovtsy,1953,183
2028,Vera Pashennaya,1887,The Idiot,1958,124
2029,Vera Ulik,1928,Strasti po Vladimiru,1990,122
2030,Vera Vasileva,1925,Vino iz oduvanchikov,1998,208
2031,Victoria Burgoyne,1956,Doctor Who: Shada,2017,138
2032,Vida Ghahremani,1937,Razor's Edge: The Legacy of Iranian Actresses,2016,130
2033,Vijaya Nirmala,1944,Soldier,2008,130
2034,Viktorie Knotková,1918,The Train of Childhood and Expectation,1989,360
2035,Vilma Degischer,1911,Katzenspiel,1972,151
2036,Vilma Jamnická,1906,Duo Zemganno,1994,145
2037,Vilma Santos,1953,Everything About Her,2016,127
2038,Virginia McKenna,1931,The Camomile Lawn,1992,258
2039,Virginia McKenna,1931,The Speaker of Mandarin: Part One,1992,140
2040,Virna Lisi,1936,Balzac: A Passionate Life,1999,240
2041,Virna Lisi,1936,Le ali della vita,2000,200
2042,Virna Lisi,1936,La memoria e il perdono,2001,180
2043,Virna Lisi,1936,Le ali della vita 2,2001,200
2044,Virna Lisi,1936,I ragazzi della via Pál,2003,180
2045,Virna Lisi,1936,Anna's World,2004,200
2046,Virna Lisi,1936,My Daughters,2005,400
2047,Virna Lisi,1936,Donne sbagliate,2007,180
2048,Virna Lisi,1936,Occhi verde veleno,2001,200
2049,Viva,1938,The Feature,2008,184
2050,Vivica Bandler,1917,Skulden,1982,168
2051,Vlasta Chramostová,1926,Falkenstejn,1995,140
2052,Waheeda Rehman,1938,Om Jai Jagadish,2002,172
2053,Waheeda Rehman,1938,Delhi-6,2009,141
2054,Wanda Rotha,1901,Legende einer Liebe,1964,128
2055,Wenche Foss,1917,Farewell Illusions,1985,141
2056,Wenche Foss,1917,Peer Gynt,1986,200
2057,Wendy Hiller,1912,Richard II,1978,158
2058,Wendy Hiller,1912,Masterpiece Theatre: Lord Mountbatten - The Last Viceroy,1986,306
2059,Woon-gye Yeo,1940,My Lovely Sam-Soon,2005,960
2060,Xenia Pörtner,1932,Nur eine kleine Affäre,1994,230
2061,Yayoi Kusama,1929,Tokyo Decadence,1992,135
2062,Yekaterina Vasilyeva,1945,Schaste po retseptu,2006,180
2063,Yelena Fadeyeva,1914,Igor Savvovich,1986,205
2064,Yelena Fadeyeva,1914,To the Stars by Hard Ways,1981,148
2065,Yelena Fadeyeva,1914,Vybor,1988,143
2066,Yelena Fadeyeva,1914,Diktatura sovesti,1988,134
2067,Yelena Gogoleva,1900,Privideniye,1972,135
2068,Yelena Gogoleva,1900,Volki i ovtsy,1973,173
2069,Yelena Gogoleva,1900,Dostigayev i drugiye,1975,141
2070,Yelena Gogoleva,1900,Gospoda Golovlyovy,1979,161
2071,Yelena Maksimova,1905,Vtoroye rozhdeniye,1980,193
2072,Yelena Shatrova,1892,Volki i ovtsy,1953,183
2073,Yelizaveta Time,1884,Les,1953,170
2074,Yevdokiya Turchaninova,1870,Varvary,1953,179
2075,Yevdokiya Urusova,1908,Arbatskiy motiv,1990,150
2076,Yevdokiya Urusova,1908,Megre i chelovek na skameyke,1973,149
2077,Yevdokiya Urusova,1908,Mesyats v derevne,1973,174
2078,Yevgeniya Khanayeva,1921,Bezumnyy den inzhenera Barkasova,1983,134
2079,Yevgeniya Khanayeva,1921,Nepokhozhaya,1985,160
2080,Yevgeniya Khanayeva,1921,Pod znakom Krasnogo kresta,1987,177
2081,Yolanda Cardoso,1928,Capitães da Areia,1989,176
2082,Yoshie Ichige,1950,Sazae-san,2019,210
2083,Yoshiko Mita,1941,Awakening,2006,125
2084,Yue-hsia Hsieh,1944,Soul of a Demon,2007,122
2085,Yuh Jung Youn,1947,"Right Now, Wrong Then",2015,121
2086,Yuling Tao,1934,Ren Chang Xia,2005,140
2087,Yumiko Fujita,1945,Jukai no futari,2013,124
2088,Yumiko Fujita,1945,Haitatsusaretai watashitachi,2013,300
2089,Yumiko Fujita,1945,Tsûkai! Big Daddy 32,2013,300
2090,Yvette Guilbert,1865,L'Argent,1928,195
2091,Yvonne Bryceland,1925,Zastrozzi: A Romance,1986,240
2092,Yvonne Coulette,1919,A Married Man,1983,240
2093,Yvonne Lombard,1929,Kopplingen,1991,150
2094,Yvonne Lombard,1929,Utan en tråd,1993,180
2095,Yôko Nogiwa,1936,The Doctor,1999,660
2096,Yôyô Kojima,1891,Higeki no shôgun: Yamashita Tomoyuki,1953,125
2097,Zanda Ioseliani,1937,Line of Credit,2014,125
2098,Zeenat Aman,1951,Dil Toh Deewana Hai,2016,135
2099,Zinaida Dekhtyaryova,1927,Grekh,1991,130
2100,Zinaida Dekhtyaryova,1927,Khochu sdelat priznaniye,1989,145
2101,Zinaida Naryshkina,1911,The Wizard of Oz,1974,192
2102,Zoe Incrocci,1917,L'andreana,1982,330
2103,Zofia Barwinska,1904,Doktor Murek,1979,401
2104,Zofia Czerwinska,1933,Kanadyjskie sukienki,2013,127
2105,Zohra Sehgal,1912,Hum Dil De Chuke Sanam,1999,188
2106,Zohra Sehgal,1912,Chalo Ishq Ladaaye,2002,140
2107,Zohra Sehgal,1912,Saaya,2003,135
2108,Zohra Sehgal,1912,Cheeni Kum,2007,140
2109,Zoi Voudouri,1917,Aftodikia,1988,180
2110,Zouzou Nabil,1920,Escape,1991,122
2111,Zoya Fyodorova,1907,Vot moya derevnya,1972,150
2112,Zoya Fyodorova,1907,Novogodnee pokhishcheniye,1970,212
2113,Zoya Tolbuzina,1922,Zolotoy telyonok,2005,416
2114,Zoya Tolbuzina,1922,Podari mne zhizn,2003,416
2115,Ángela Molina,1955,Victor Hugo - Enemy of the State,2018,200
2116,Éva Darlan,1948,Burning Crimes,2016,192
2117,Éva Marton,1943,Merlin by Isaac Albéniz,2004,184
2118,Éva Marton,1943,Jenufa,2005,127
2119,Þóra Borg,1907,Brekkukotsannáll,1973,167
